ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
7.75,0.67,386.79,12.81,28.93,3.21,0.0,48.12,0.0,2019-06-13
4.44,0.38,422.27,14.13,27.89,3.14,0.17,48.62,0.0006194665609541547,2019-06-14
7.73,0.67,378.31,12.68,28.91,4.24,0.0,44.88,0.0,2019-06-15
8.11,0.7,378.7,12.54,29.08,4.45,0.0,44.44,0.0,2019-06-16
6.96,0.6,375.52,11.25,25.49,4.75,0.03,45.44,0.00011968457507092568,2019-06-17
8.63,0.75,350.84,8.09,28.31,4.16,0.0,36.81,0.0,2019-06-18
7.96,0.69,384.08,9.94,31.29,3.95,0.01,34.12,3.249143929532432e-05,2019-06-19
5.43,0.47,410.89,12.3,30.41,3.49,0.19,36.81,0.0006352345912806129,2019-06-20
7.24,0.62,412.99,10.98,33.44,4.14,0.0,33.69,0.0,2019-06-21
7.98,0.7,396.52,9.63,33.25,4.71,0.0,30.44,0.0,2019-06-22
8.09,0.7,393.15,7.65,32.98,3.87,0.0,26.81,0.0,2019-06-23
8.28,0.72,393.1,5.64,34.33,3.18,0.0,19.62,0.0,2019-06-24
8.2,0.71,389.31,9.11,34.97,2.38,0.0,30.88,0.0,2019-06-25
8.31,0.72,382.21,12.23,32.59,3.68,0.0,37.5,0.0,2019-06-26
8.16,0.71,382.8,13.0,31.22,3.8,0.0,42.06,0.0,2019-06-27
8.08,0.7,380.9,12.94,31.27,3.8,0.0,41.25,0.0,2019-06-28
8.34,0.73,383.41,11.67,33.61,2.43,0.0,35.0,0.0,2019-06-29
8.4,0.73,375.39,13.29,33.22,3.16,0.0,39.0,0.0,2019-06-30
8.18,0.71,370.32,14.54,31.12,3.93,0.0,48.69,0.0,2019-07-01
8.38,0.73,364.77,13.96,31.13,3.31,0.01,50.69,3.2655061708917806e-05,2019-07-02
8.06,0.7,379.59,12.88,32.2,3.56,0.05,41.44,0.00015784970046562287,2019-07-03
7.6,0.66,406.14,10.5,32.87,4.66,0.0,31.88,0.0,2019-07-04
7.94,0.7,401.61,12.08,35.14,3.31,0.0,30.5,0.0,2019-07-05
7.9,0.69,402.63,12.0,35.54,2.74,0.0,29.81,0.0,2019-07-06
7.57,0.66,416.3,10.23,35.58,3.8,0.0,27.0,0.0,2019-07-07
7.5,0.66,423.3,9.8,35.89,2.74,0.0,24.38,0.0,2019-07-08
7.72,0.68,409.07,6.67,35.41,5.28,0.0,20.38,0.0,2019-07-09
7.89,0.7,403.66,5.98,36.08,4.41,0.0,20.5,0.0,2019-07-10
8.08,0.71,394.73,12.57,34.01,3.0,0.0,37.69,0.0,2019-07-11
8.41,0.74,376.36,12.19,33.82,3.01,0.0,38.56,0.0,2019-07-12
7.99,0.7,389.58,10.16,34.76,2.13,0.0,30.94,0.0,2019-07-13
7.22,0.64,421.37,10.29,36.41,3.66,0.0,27.31,0.0,2019-07-14
7.67,0.68,390.14,13.65,32.11,6.63,0.0,39.81,0.0,2019-07-15
7.69,0.68,370.22,11.15,29.52,5.91,0.0,39.56,0.0,2019-07-16
8.43,0.75,352.46,9.71,30.46,2.77,0.0,43.44,0.0,2019-07-17
5.85,0.52,394.27,15.13,27.45,2.17,1.16,52.19,0.004298700419738365,2019-07-18
8.05,0.72,369.51,10.83,29.98,3.16,0.0,40.81,0.0,2019-07-19
7.79,0.7,391.09,14.63,31.38,3.68,0.44,47.88,0.0014238316657797093,2019-07-20
7.91,0.71,391.41,15.29,31.1,4.83,0.06,49.44,0.00019575558745832137,2019-07-21
7.98,0.72,377.18,13.2,30.02,3.18,0.0,47.5,0.0,2019-07-22
8.2,0.73,363.76,9.48,30.24,2.65,0.0,35.06,0.0,2019-07-23
8.02,0.73,379.54,9.21,32.31,2.18,0.0,30.44,0.0,2019-07-24
7.91,0.71,382.21,10.31,33.47,2.67,0.0,31.81,0.0,2019-07-25
7.43,0.67,403.95,11.16,33.9,3.61,0.0,35.38,0.0,2019-07-26
6.97,0.63,413.63,8.28,33.88,6.52,0.0,26.06,0.0,2019-07-27
7.83,0.71,393.27,11.38,34.15,3.44,0.0,34.44,0.0,2019-07-28
7.61,0.7,407.47,15.08,33.79,3.2,0.0,44.12,0.0,2019-07-29
7.19,0.66,412.75,15.79,34.17,3.41,0.0,46.62,0.0,2019-07-30
7.51,0.69,399.08,12.48,33.72,3.52,1.02,36.69,0.0030741854777600313,2019-07-31
7.25,0.66,403.15,10.91,34.88,2.77,0.0,30.75,0.0,2019-08-01
6.66,0.62,427.33,10.22,36.86,2.52,0.01,25.06,2.759299293976206e-05,2019-08-02
6.82,0.63,425.48,12.07,37.25,2.84,5.79,28.62,0.015817256993077056,2019-08-03
7.23,0.67,407.79,15.01,33.52,3.24,0.01,41.06,3.032986681237165e-05,2019-08-04
7.31,0.68,402.98,13.08,33.01,3.34,0.03,36.69,9.234289760197254e-05,2019-08-05
7.52,0.7,400.28,14.27,33.98,3.73,0.43,39.88,0.0012860638828298466,2019-08-06
6.62,0.62,436.27,13.08,35.96,4.27,3.57,30.0,0.010097762169908934,2019-08-07
7.04,0.66,423.72,12.13,35.83,3.98,0.0,28.12,0.0,2019-08-08
7.21,0.68,412.39,14.36,35.41,2.38,0.0,37.88,0.0,2019-08-09
7.74,0.73,386.41,13.15,33.2,3.42,0.0,38.56,0.0,2019-08-10
7.78,0.74,380.33,13.51,33.04,2.66,0.0,40.12,0.0,2019-08-11
7.77,0.74,373.84,11.39,33.51,2.09,0.0,33.0,0.0,2019-08-12
7.32,0.7,403.2,14.45,33.65,4.2,0.22,39.38,0.000664988625524605,2019-08-13
6.75,0.65,396.51,14.48,31.21,5.1,0.0,43.94,0.0,2019-08-14
7.61,0.73,365.69,10.86,30.33,4.6,0.0,38.62,0.0,2019-08-15
7.57,0.73,373.22,11.62,30.5,3.02,0.0,40.94,0.0,2019-08-16
7.49,0.73,391.71,13.05,32.69,2.23,0.0,41.88,0.0,2019-08-17
7.04,0.69,404.79,14.69,33.05,3.34,0.0,45.94,0.0,2019-08-18
7.01,0.69,409.79,13.33,34.44,3.48,0.06,38.69,0.00017720040583546847,2019-08-19
7.06,0.7,398.43,16.9,31.15,5.13,0.01,52.88,3.2617246754336104e-05,2019-08-20
7.08,0.7,391.29,17.57,31.57,3.77,0.19,57.81,0.00061119911349166,2019-08-21
6.7,0.66,397.75,16.94,30.48,3.7,16.91,58.56,0.05633329641340775,2019-08-22
5.52,0.55,410.43,16.76,28.99,2.48,2.23,58.62,0.007807940662714775,2019-08-23
6.04,0.6,408.2,17.06,29.69,2.78,1.05,57.56,0.003591372093465177,2019-08-24
6.15,0.62,414.5,17.44,30.07,2.89,1.19,56.62,0.004020236893623556,2019-08-25
6.42,0.65,405.13,17.83,30.38,3.54,0.3,58.44,0.0010030597008729135,2019-08-26
6.3,0.64,410.32,16.3,31.05,3.01,0.48,52.31,0.0015704269672879186,2019-08-27
5.05,0.52,408.66,16.15,29.55,4.12,0.76,53.25,0.0026142123507607563,2019-08-28
5.26,0.54,412.53,18.28,29.23,4.16,0.44,63.19,0.001529034055594527,2019-08-29
6.07,0.62,400.95,17.33,29.37,3.45,0.27,60.69,0.0009332208295409095,2019-08-30
3.43,0.36,400.73,19.04,26.0,2.48,15.89,70.94,0.0621269708006459,2019-08-31
4.75,0.49,392.3,16.33,26.27,2.8,1.02,61.5,0.003951517957556344,2019-09-01
4.88,0.51,386.45,16.44,24.56,3.89,2.99,66.88,0.012377055518308578,2019-09-02
6.34,0.66,367.74,15.48,26.55,4.34,0.09,60.0,0.0003440078627610889,2019-09-03
6.57,0.7,355.02,14.21,26.86,2.8,0.08,55.81,0.00030258298346736123,2019-09-04
6.26,0.66,363.92,14.15,26.87,3.73,0.05,56.44,0.00018921004716739956,2019-09-05
6.31,0.67,356.77,13.21,25.62,4.18,0.08,55.62,0.00031712972786909375,2019-09-06
5.99,0.64,363.99,13.04,26.85,2.16,0.1,54.06,0.00037790184791767817,2019-09-07
4.68,0.51,391.05,15.39,24.65,2.82,1.23,62.06,0.005065127920062391,2019-09-08
4.28,0.47,393.93,17.82,24.76,1.84,19.89,71.94,0.08161024183951623,2019-09-09
4.16,0.45,385.72,16.98,25.12,2.8,2.71,68.31,0.010980977437140192,2019-09-10
5.26,0.58,378.77,16.24,23.48,5.09,0.59,68.25,0.0025543684918619275,2019-09-11
4.32,0.48,395.17,19.19,25.77,5.9,1.95,74.81,0.007664122409208792,2019-09-12
5.87,0.66,384.2,19.06,24.44,2.81,6.56,77.94,0.027153957326939388,2019-09-13
5.86,0.66,382.23,19.12,25.71,2.88,5.12,75.12,0.020157792738798377,2019-09-14
4.99,0.56,389.64,16.71,26.14,3.08,0.61,64.88,0.002363559237950276,2019-09-15
5.86,0.66,387.95,15.54,27.07,3.27,1.7,57.19,0.006371464433342466,2019-09-16
5.3,0.61,395.16,16.94,27.65,2.31,5.27,58.25,0.019356158787122883,2019-09-17
5.32,0.61,402.96,15.37,27.23,3.89,2.01,52.31,0.007497935728016085,2019-09-18
4.36,0.51,394.19,14.84,28.32,3.68,1.17,46.62,0.004196270794156815,2019-09-19
4.21,0.49,397.1,16.22,26.77,2.91,0.23,58.12,0.0008722208200513189,2019-09-20
4.79,0.56,396.6,17.3,27.54,2.99,0.88,59.88,0.003242383639488086,2019-09-21
3.93,0.47,411.8,18.29,27.15,3.18,1.71,65.88,0.006393021028808452,2019-09-22
5.17,0.62,392.29,15.5,26.99,2.03,0.96,53.88,0.0036118296477887935,2019-09-23
5.17,0.62,380.02,17.26,27.75,2.53,0.01,63.94,3.6592823646328656e-05,2019-09-24
5.48,0.66,379.73,16.75,27.23,2.54,0.02,62.62,7.464869919770412e-05,2019-09-25
5.55,0.67,358.41,12.8,26.76,2.18,0.0,50.94,0.0,2019-09-26
5.93,0.73,350.59,13.59,25.45,2.2,0.0,59.06,0.0,2019-09-27
5.82,0.72,353.34,13.37,25.99,1.77,0.01,55.06,3.903060409701812e-05,2019-09-28
5.72,0.71,353.6,15.16,26.33,1.68,0.09,61.25,0.00034695368687338727,2019-09-29
5.65,0.71,353.14,15.95,25.64,1.98,0.33,66.06,0.0013071397217443645,2019-09-30
5.62,0.71,355.23,14.29,25.07,2.74,0.27,59.31,0.0010951503304896745,2019-10-01
5.04,0.64,365.91,11.46,26.4,4.14,3.48,45.62,0.013440343079718727,2019-10-02
5.05,0.65,349.87,12.0,21.57,6.84,2.99,60.62,0.014108063182730435,2019-10-03
5.69,0.73,315.89,9.4,20.52,4.1,0.07,58.12,0.0003465085704802368,2019-10-04
5.63,0.73,319.73,7.32,21.4,3.04,0.0,42.81,0.0,2019-10-05
5.56,0.73,322.96,7.4,22.43,2.74,0.0,43.88,0.0,2019-10-06
2.86,0.38,346.24,11.05,19.98,6.29,0.81,61.5,0.004130129560309521,2019-10-07
3.71,0.49,358.66,12.09,19.51,9.85,2.57,66.44,0.013400464857972718,2019-10-08
3.43,0.46,359.63,12.8,19.74,7.3,0.49,70.31,0.0025215328760140993,2019-10-09
4.88,0.66,344.06,13.22,21.05,3.93,0.45,69.44,0.0021691207018837747,2019-10-10
5.33,0.73,323.95,11.34,21.5,3.24,0.01,62.44,4.711382197370203e-05,2019-10-11
5.09,0.7,331.7,11.07,21.29,3.15,0.0,59.25,0.0,2019-10-12
3.71,0.52,346.52,11.86,20.84,3.04,0.0,62.25,0.0,2019-10-13
4.82,0.68,338.0,12.48,21.92,3.54,0.01,63.38,4.628952836035428e-05,2019-10-14
2.68,0.38,366.62,11.88,22.33,2.52,1.4,55.56,0.006364822503141285,2019-10-15
4.24,0.61,360.9,13.32,21.42,2.48,1.54,68.5,0.007290110676743044,2019-10-16
4.72,0.68,352.3,12.84,21.65,2.51,0.29,66.5,0.0013587179288797253,2019-10-17
4.5,0.66,350.09,11.49,22.37,2.28,0.03,55.44,0.00013613816005372527,2019-10-18
4.71,0.69,340.12,10.8,21.46,3.45,0.0,54.25,0.0,2019-10-19
4.78,0.71,328.78,11.23,21.38,3.81,0.0,57.44,0.0,2019-10-20
4.24,0.63,358.27,15.31,21.83,4.59,0.08,72.25,0.0003718812432725504,2019-10-21
3.9,0.59,361.91,16.12,21.72,5.31,0.08,75.94,0.000374246660508424,2019-10-22
3.73,0.57,370.62,15.64,22.66,5.6,0.41,72.12,0.0018416847611017718,2019-10-23
3.32,0.51,355.8,10.73,21.1,3.66,0.19,62.94,0.0009163734904770618,2019-10-24
3.38,0.52,328.05,8.94,17.66,4.36,2.58,62.31,0.014834247718338725,2019-10-25
2.96,0.46,346.89,10.56,15.13,3.44,9.32,74.25,0.06252545212786002,2019-10-26
2.32,0.37,352.27,10.91,15.4,2.7,10.72,76.19,0.07063860067829414,2019-10-27
3.05,0.48,353.2,11.76,16.14,5.27,0.77,77.75,0.004846217460592154,2019-10-28
3.73,0.6,339.54,11.33,17.19,3.09,0.1,74.12,0.0005905696272548196,2019-10-29
3.57,0.58,338.24,11.67,17.08,1.95,2.61,72.69,0.015493190469529064,2019-10-30
4.21,0.69,329.01,9.94,18.46,1.8,0.74,62.62,0.004065159104773694,2019-10-31
2.56,0.42,345.76,10.88,16.29,4.23,1.27,71.56,0.007919101946981639,2019-11-01
3.86,0.64,334.38,9.55,17.0,4.38,0.01,66.69,5.981263491044736e-05,2019-11-02
3.55,0.59,350.96,10.56,18.69,6.69,0.01,60.81,5.451989455264246e-05,2019-11-03
4.25,0.72,317.73,8.81,18.05,4.18,0.0,59.25,0.0,2019-11-04
4.17,0.71,321.77,7.91,17.42,4.97,0.01,55.81,5.847947346230828e-05,2019-11-05
0.95,0.16,344.47,10.34,12.87,3.8,14.34,84.62,0.11352455920335143,2019-11-06
4.22,0.73,289.7,6.44,12.94,4.05,0.01,70.75,7.8636128399747e-05,2019-11-07
3.98,0.7,297.95,4.68,12.79,5.38,0.0,60.69,0.0,2019-11-08
3.98,0.7,291.98,3.69,11.0,4.81,0.01,63.94,9.239950320247065e-05,2019-11-09
2.87,0.52,297.45,1.11,9.86,4.92,0.43,56.94,0.0044408176434345414,2019-11-10
2.27,0.41,310.58,4.05,8.28,3.07,5.72,78.25,0.07058389259660665,2019-11-11
1.38,0.25,319.33,4.6,9.12,7.38,2.27,72.25,0.025490048991265543,2019-11-12
4.03,0.73,284.92,3.06,10.0,5.78,0.01,66.69,0.00010189768291888877,2019-11-13
3.97,0.73,287.71,4.98,11.8,5.55,0.02,66.12,0.0001727527858717532,2019-11-14
3.11,0.58,312.66,4.63,12.09,5.51,0.03,61.56,0.0002532425739411231,2019-11-15
2.45,0.46,325.24,4.49,12.46,4.4,0.01,59.69,8.199723409351448e-05,2019-11-16
3.38,0.64,280.25,1.87,9.03,4.45,0.02,62.06,0.00022539465698042787,2019-11-17
3.1,0.59,274.7,-2.27,7.56,5.52,0.0,49.62,0.0,2019-11-18
2.95,0.57,296.96,1.74,9.22,3.96,0.77,62.75,0.008490081793776144,2019-11-19
3.74,0.73,266.26,1.51,7.76,3.45,0.0,66.12,0.0,2019-11-20
2.97,0.58,289.86,-0.46,9.55,6.07,0.0,51.19,0.0,2019-11-21
2.11,0.41,305.55,-1.11,10.16,5.51,0.03,44.19,0.0003002716356848322,2019-11-22
1.33,0.27,318.53,-0.42,10.3,5.53,6.81,49.38,0.06746933393564869,2019-11-23
3.19,0.63,290.49,4.06,9.61,5.0,0.05,70.19,0.0005307714080738344,2019-11-24
3.24,0.65,290.45,4.37,9.71,4.84,0.11,71.69,0.001153572393856514,2019-11-25
3.11,0.62,304.19,7.42,11.73,3.58,0.09,74.0,0.0007802051374076765,2019-11-26
3.47,0.7,290.14,6.33,12.07,4.22,0.0,68.06,0.0,2019-11-27
3.27,0.67,293.02,7.23,13.01,3.93,0.0,64.94,0.0,2019-11-28
3.46,0.71,287.15,5.69,12.17,2.78,0.0,61.0,0.0,2019-11-29
3.41,0.71,287.2,7.22,12.29,3.22,0.0,74.19,0.0,2019-11-30
2.9,0.6,297.77,8.99,11.37,3.91,0.0,83.94,0.0,2019-12-01
3.2,0.67,301.21,9.46,12.73,2.59,0.54,76.19,0.004317742113069899,2019-12-02
3.22,0.68,287.37,5.26,11.55,2.68,0.0,67.0,0.0,2019-12-03
1.26,0.27,313.06,8.27,10.73,3.94,4.76,80.38,0.04520579249541685,2019-12-04
3.26,0.7,280.84,4.65,11.29,3.51,0.0,64.88,0.0,2019-12-05
3.28,0.7,274.3,4.76,10.69,2.78,0.0,64.31,0.0,2019-12-06
3.01,0.65,293.71,6.32,10.42,1.52,0.02,69.25,0.00019445357205802183,2019-12-07
2.04,0.44,329.19,8.4,11.46,5.31,0.35,81.44,0.003099692003258686,2019-12-08
2.19,0.48,321.17,7.92,11.48,7.32,0.96,80.88,0.008492012938176693,2019-12-09
2.5,0.55,300.06,3.86,8.83,8.23,0.96,72.56,0.011050269012662402,2019-12-10
2.65,0.58,280.11,2.28,9.21,7.14,0.23,62.75,0.002537572115154717,2019-12-11
2.85,0.62,294.54,1.82,8.64,4.59,0.04,62.38,0.00047072325587314427,2019-12-12
1.52,0.34,319.9,4.24,10.17,4.84,0.0,64.81,0.0,2019-12-13
2.89,0.63,306.36,7.92,12.73,5.52,0.0,69.69,0.0,2019-12-14
2.54,0.56,293.76,6.21,11.23,4.07,0.0,67.19,0.0,2019-12-15
3.12,0.69,280.5,5.43,11.28,4.99,0.0,67.19,0.0,2019-12-16
1.03,0.23,324.23,6.35,9.28,3.32,0.01,79.81,0.00010960456136805916,2019-12-17
1.72,0.38,329.06,6.68,10.45,3.39,3.55,77.69,0.03460518163635015,2019-12-18
2.67,0.59,304.42,6.0,10.67,4.5,0.29,73.06,0.0027584727282447233,2019-12-19
2.96,0.66,278.95,1.48,9.41,6.7,0.0,57.62,0.0,2019-12-20
1.92,0.42,326.51,3.37,11.35,7.24,0.17,56.38,0.0015234551190682832,2019-12-21
3.02,0.67,292.61,5.58,12.83,7.23,0.0,61.62,0.0,2019-12-22
2.47,0.55,294.06,4.42,10.67,6.33,0.01,65.0,9.50659055690982e-05,2019-12-23
3.18,0.7,275.69,5.87,9.44,4.91,0.01,77.56,0.00010715539864485488,2019-12-24
3.29,0.73,271.88,3.78,10.71,3.94,0.0,60.25,0.0,2019-12-25
3.31,0.73,273.18,2.83,10.98,3.48,0.0,56.44,0.0,2019-12-26
3.21,0.71,276.85,4.4,10.37,4.95,0.04,68.06,0.0003903418455280722,2019-12-27
2.34,0.52,305.52,6.69,10.17,5.57,0.56,80.81,0.005571684037674374,2019-12-28
2.62,0.58,275.59,1.5,6.79,4.68,0.43,72.44,0.0063997495560642595,2019-12-29
2.39,0.52,287.82,1.24,5.52,6.03,0.73,74.81,0.01337255383658689,2019-12-30
2.96,0.65,266.93,1.55,5.54,6.58,1.47,76.0,0.026806422140246484,2019-12-31
2.63,0.57,267.53,1.33,4.93,4.05,0.01,78.56,0.00020465907584339896,2020-01-01
3.31,0.72,255.83,1.03,5.72,2.83,0.01,68.62,0.00017631247270565842,2020-01-02
3.37,0.73,253.8,-2.08,5.89,1.88,0.0,49.81,0.0,2020-01-03
2.23,0.48,284.23,2.41,6.39,3.45,0.02,74.19,0.0003161828127987297,2020-01-04
1.8,0.38,304.09,5.54,7.9,4.77,0.13,82.38,0.0016637199879189733,2020-01-05
3.04,0.65,269.24,3.81,7.3,4.27,0.17,79.25,0.002353611163769445,2020-01-06
3.29,0.7,263.59,3.01,6.79,3.57,0.08,74.0,0.001190407966141318,2020-01-07
1.36,0.29,312.95,4.07,6.93,2.45,7.82,78.56,0.11413402558894771,2020-01-08
2.38,0.5,303.73,3.83,7.08,2.02,5.76,76.69,0.08229534615924854,2020-01-09
2.28,0.48,296.2,4.23,6.09,1.55,2.42,81.69,0.04023318706366592,2020-01-10
2.26,0.47,311.9,5.63,7.38,4.38,14.26,88.0,0.19577687501026467,2020-01-11
2.05,0.42,312.12,5.01,7.1,4.27,1.45,86.81,0.020685888073263096,2020-01-12
2.73,0.56,291.95,4.37,7.23,5.73,0.41,83.5,0.005743058651511802,2020-01-13
3.42,0.7,263.59,3.58,6.87,3.16,0.05,79.12,0.0007360929713088927,2020-01-14
3.46,0.7,256.86,1.8,6.14,3.09,0.0,72.56,0.0,2020-01-15
3.58,0.72,257.41,0.97,6.44,1.84,0.0,65.88,0.0,2020-01-16
3.6,0.72,256.25,-0.88,6.58,2.74,0.0,58.56,0.0,2020-01-17
3.23,0.64,269.27,2.94,7.82,3.35,0.0,70.0,0.0,2020-01-18
3.52,0.7,275.71,0.76,7.55,4.15,0.06,62.12,0.0008057769518270576,2020-01-19
2.79,0.55,301.5,4.97,8.61,4.61,0.51,79.0,0.006006201415967267,2020-01-20
2.79,0.54,308.47,7.48,10.76,7.87,0.1,82.44,0.0009404362665236763,2020-01-21
2.8,0.54,309.8,7.53,10.3,5.64,0.04,85.25,0.00039263294711157246,2020-01-22
3.26,0.62,292.04,6.35,10.07,3.8,0.03,81.25,0.00030164797107456467,2020-01-23
3.23,0.61,288.24,4.4,10.66,2.59,0.02,69.19,0.000190056124533365,2020-01-24
2.62,0.49,292.4,-0.51,9.79,3.6,0.0,49.62,0.0,2020-01-25
2.9,0.54,296.89,3.26,9.83,4.78,0.05,63.38,0.0005157089939304507,2020-01-26
3.62,0.67,280.45,4.73,9.69,2.95,0.0,72.19,0.0,2020-01-27
3.8,0.7,270.5,2.01,8.94,3.51,0.0,63.0,0.0,2020-01-28
3.91,0.71,285.77,2.65,10.57,2.77,0.0,54.88,0.0,2020-01-29
3.84,0.7,298.35,5.81,12.12,2.8,0.01,68.5,8.352081454312852e-05,2020-01-30
3.34,0.59,313.96,6.33,13.11,2.41,0.0,65.94,0.0,2020-01-31
3.76,0.66,308.65,5.01,13.01,2.27,0.09,61.62,0.0007008040052131025,2020-02-01
4.06,0.71,285.73,6.94,12.0,4.48,0.01,75.19,8.424387575602133e-05,2020-02-02
3.65,0.63,299.45,6.58,14.16,4.8,0.0,62.81,0.0,2020-02-03
4.33,0.74,283.03,4.15,15.28,5.19,0.01,51.75,6.633320398205129e-05,2020-02-04
3.43,0.59,288.51,1.57,9.87,8.55,0.06,58.94,0.0006164378438460715,2020-02-05
4.16,0.7,270.83,-0.61,7.69,5.69,0.04,60.62,0.000526243045682492,2020-02-06
4.51,0.76,248.8,-2.8,7.01,4.05,0.0,54.38,0.0,2020-02-07
4.15,0.69,273.92,-1.86,10.02,2.97,0.39,44.12,0.00393756176149919,2020-02-08
4.26,0.7,276.22,-1.06,10.24,2.23,0.38,45.94,0.0037457474109636587,2020-02-09
4.44,0.73,272.98,0.37,11.67,3.09,0.0,44.56,0.0,2020-02-10
4.59,0.74,275.41,0.71,13.44,4.06,0.0,42.81,0.0,2020-02-11
4.0,0.64,294.09,0.9,13.59,2.61,0.0,44.31,0.0,2020-02-12
3.26,0.52,297.32,-2.34,11.98,3.7,0.0,36.12,0.0,2020-02-13
4.17,0.66,296.16,6.02,13.36,3.78,0.0,66.44,0.0,2020-02-14
4.58,0.71,281.29,6.2,13.26,2.86,0.02,71.44,0.0001525009827399058,2020-02-15
4.71,0.73,275.59,5.65,11.84,1.77,0.0,72.44,0.0,2020-02-16
4.85,0.74,273.8,5.08,11.3,1.85,0.01,74.5,8.944881184496555e-05,2020-02-17
4.66,0.7,279.11,4.98,11.4,3.48,0.0,67.75,0.0,2020-02-18
4.01,0.6,280.52,4.18,11.19,4.75,0.01,68.81,9.037428970935088e-05,2020-02-19
5.05,0.75,269.1,1.53,10.37,3.42,0.0,62.06,0.0,2020-02-20
5.13,0.76,263.33,1.8,11.11,1.55,0.0,58.25,0.0,2020-02-21
4.26,0.62,289.15,3.69,10.22,4.61,0.0,70.81,0.0,2020-02-22
5.18,0.75,272.48,2.36,10.94,2.73,0.0,62.62,0.0,2020-02-23
5.28,0.76,279.88,-0.49,13.38,2.3,0.0,39.69,0.0,2020-02-24
5.08,0.72,290.93,0.3,14.28,3.8,0.0,37.88,0.0,2020-02-25
4.42,0.62,295.97,3.37,14.74,4.26,0.0,51.81,0.0,2020-02-26
4.91,0.69,288.64,3.54,12.98,3.09,0.01,60.06,7.815141760258096e-05,2020-02-27
5.38,0.74,280.56,1.64,13.38,3.5,0.0,47.31,0.0,2020-02-28
4.96,0.68,295.1,3.46,13.7,4.25,0.0,54.75,0.0,2020-02-29
5.09,0.7,307.94,-0.92,16.8,5.73,0.0,32.38,0.0,2020-03-01
4.45,0.6,320.8,5.37,16.54,5.11,1.74,54.25,0.01070847396793606,2020-03-02
4.95,0.66,317.98,1.97,12.8,6.24,1.39,52.06,0.011055698415056266,2020-03-03
4.89,0.65,299.59,2.64,12.4,9.16,0.27,53.69,0.002215865778967666,2020-03-04
5.53,0.73,299.7,3.64,14.45,4.56,0.0,54.88,0.0,2020-03-05
4.22,0.55,327.2,4.87,15.31,3.71,0.02,51.19,0.00013317482313410475,2020-03-06
4.52,0.59,303.77,2.44,9.61,5.84,0.88,64.38,0.00931447444025771,2020-03-07
4.35,0.55,295.33,2.3,9.72,6.06,0.14,66.19,0.0014604767180680512,2020-03-08
4.91,0.62,295.24,3.03,11.26,3.95,2.79,64.56,0.025159518947132423,2020-03-09
3.83,0.48,312.26,4.37,10.04,7.89,2.73,70.56,0.02762703541200563,2020-03-10
2.95,0.37,320.27,6.77,12.31,4.58,0.49,75.56,0.00402997295184248,2020-03-11
6.12,0.76,288.73,4.59,14.88,2.66,0.0,59.5,0.0,2020-03-12
5.49,0.68,311.14,2.58,17.19,4.64,0.0,41.12,0.0,2020-03-13
5.61,0.69,306.0,5.17,17.51,4.16,0.01,48.5,5.804352024995668e-05,2020-03-14
5.97,0.73,300.27,6.99,17.9,2.87,0.01,60.88,5.672617355373564e-05,2020-03-15
3.96,0.48,331.53,8.86,15.46,4.37,0.09,74.88,0.0005906247164961666,2020-03-16
3.42,0.41,336.21,9.91,13.31,6.93,11.8,83.25,0.0897845569615873,2020-03-17
2.68,0.32,344.02,9.57,13.83,4.7,3.88,81.06,0.028415269881639876,2020-03-18
3.74,0.44,336.7,7.38,13.37,3.53,0.64,76.06,0.004851800062687181,2020-03-19
5.08,0.59,327.8,8.47,13.9,6.3,1.56,77.81,0.011400542063886153,2020-03-20
1.69,0.2,359.05,9.54,15.4,5.7,5.43,75.56,0.03601496940243412,2020-03-21
3.27,0.38,349.45,8.45,14.68,4.45,1.39,73.81,0.009650354312937353,2020-03-22
4.92,0.56,345.01,8.09,14.4,1.95,1.68,73.0,0.011855487016521794,2020-03-23
2.61,0.3,349.2,8.29,13.69,5.95,8.03,77.5,0.059713282293106656,2020-03-24
3.3,0.38,311.28,4.53,8.03,8.98,7.67,80.12,0.09762381813583038,2020-03-25
6.23,0.7,270.63,-1.39,8.74,5.26,0.02,57.12,0.00023339368007508311,2020-03-26
5.71,0.64,304.26,0.93,11.87,4.84,0.22,53.06,0.0018897615113685224,2020-03-27
3.86,0.43,325.04,7.37,11.45,1.91,38.67,81.38,0.343603551717508,2020-03-28
1.73,0.19,334.48,6.38,7.84,3.7,44.78,91.31,0.5812285126887302,2020-03-29
5.56,0.61,298.73,5.68,10.34,3.38,0.68,75.25,0.00668802047239888,2020-03-30
5.49,0.59,321.67,6.1,11.8,3.3,2.04,66.12,0.017571566541215604,2020-03-31
4.75,0.52,345.04,6.77,15.68,3.73,0.02,60.31,0.00012979645214129752,2020-04-01
4.87,0.52,344.73,8.6,14.6,4.45,1.07,76.75,0.007472112222655982,2020-04-02
2.73,0.29,341.9,8.65,11.92,3.96,6.7,84.38,0.05732532009022104,2020-04-03
5.32,0.56,317.85,6.18,12.52,4.62,0.15,73.06,0.0012170965788311173,2020-04-04
6.87,0.73,284.69,4.59,14.4,2.24,0.0,61.56,0.0,2020-04-05
